TreeID,TreePosX,TreePosY,TreePosZ,TreeHeight(metre),DBH(metre),CrownDiameter(metre),CrownDiameter(S-N)(metre),CrownDiameter(E-W)(metre),CrownArea(square metre),CrownVolume(cubic metre),OldID
2781,230840.879,454432.052,0.924,10.5,0.503,6.8,7.9,6.8,36.6,105.2,13028
2782,230875.927,454531.700,0.843,26.8,0.559,7.3,7.1,8.1,42.1,328.6,13170
2783,230923.962,454573.052,0.842,18.0,0.464,6.8,6.0,7.8,36.7,246.5,13216
2784,230887.240,454510.093,0.943,26.4,0.497,7.1,6.5,8.5,39.7,261.0,13120
2785,230890.369,454523.574,0.863,29.4,0.601,8.1,8.6,8.0,51.7,417.3,13142
2786,230845.898,454508.903,0.837,14.9,0.266,6.7,7.8,7.3,35.3,192.5,13188
2787,230944.235,454514.863,0.873,20.6,0.505,7.5,8.6,7.7,43.6,318.3,13192
2788,230927.977,454559.948,0.836,18.2,0.494,9.1,9.3,9.3,65.5,435.4,13235
2789,230849.624,454564.737,0.848,28.7,0.570,7.4,7.8,7.5,42.8,354.5,13204
2790,230913.793,454554.696,0.875,22.5,0.475,7.9,8.0,8.4,48.8,401.9,13208
2791,230889.020,454408.324,1.035,3.1,0.594,6.7,6.7,8.4,35.0,49.1,13037
2792,230855.401,454511.977,0.857,28.0,0.561,7.3,6.9,8.4,41.4,311.4,13175
2793,230931.465,454579.703,0.871,18.4,0.533,4.4,6.3,3.1,15.0,98.9,13220
2794,230845.366,454541.135,0.949,6.9,0.291,2.8,1.9,4.8,6.0,6.6,13130
2795,230870.613,454523.017,0.851,29.6,0.601,8.7,9.1,9.8,59.6,448.3,13180
2796,230868.318,454557.240,0.901,24.8,0.487,7.7,6.8,9.0,46.5,377.8,13214
2797,230883.326,454572.532,0.851,20.6,0.555,9.4,10.3,10.1,69.5,471.3,13193
2798,230845.660,454482.231,0.857,23.4,0.505,6.8,6.5,7.6,36.0,253.4,13254
2799,230890.160,454517.697,0.866,25.9,0.505,6.4,5.6,8.1,32.6,165.1,13213
2800,230894.558,454489.075,0.892,22.3,0.467,6.7,6.5,7.3,35.4,268.8,13247
2801,230853.810,454413.467,1.228,4.0,0.066,2.1,2.2,2.5,3.3,4.5,13080
2802,230908.354,454492.592,0.869,24.4,0.615,8.7,8.3,10.2,59.7,459.6,13190
2803,230878.222,454527.939,0.850,29.6,0.536,8.3,9.7,7.9,53.6,252.1,13226
2804,230891.736,454532.913,0.835,24.6,0.548,7.2,7.6,7.6,41.3,318.5,13151
2805,230916.337,454516.466,0.856,25.3,0.589,8.6,9.0,9.4,57.7,494.0,13184
2806,230936.039,454562.538,0.939,19.7,0.448,8.0,7.2,8.8,50.1,320.8,13217
2807,230900.401,454576.953,0.868,22.9,0.597,8.9,8.5,9.6,61.6,489.3,13195
2808,230914.430,454495.258,0.850,9.2,0.253,4.3,5.2,3.9,14.7,60.9,13278
2809,230903.553,454501.724,0.852,25.7,0.541,7.8,7.3,9.1,47.9,444.8,13222
2810,230881.249,454482.242,0.860,21.8,0.404,4.0,3.8,4.3,12.6,71.3,13259
2811,230892.662,454546.685,0.844,27.6,0.599,9.6,8.7,10.7,71.8,734.5,13121
2812,230915.565,454513.843,0.867,23.4,0.537,9.0,8.8,9.1,63.3,580.9,13210
2813,230859.244,454486.168,0.868,18.7,0.452,6.6,6.7,7.3,34.7,228.0,13269
2814,230873.901,454498.885,0.840,22.9,0.614,9.0,9.8,9.3,63.9,591.9,13178
2815,230941.367,454562.651,0.913,26.9,0.555,8.5,7.4,10.4,56.4,474.0,13206
2816,230876.699,454488.353,0.856,25.1,0.562,6.4,6.1,7.2,32.0,303.9,13231
2817,230906.723,454550.741,0.868,21.4,0.451,7.6,7.2,8.4,45.1,331.0,13199
2818,230924.546,454508.323,1.068,12.4,0.577,5.7,5.9,5.9,25.8,134.4,13385
2819,230933.595,454498.908,0.864,22.6,0.548,9.4,8.4,10.8,69.1,598.4,13225
2820,230941.743,454500.057,0.880,11.1,0.234,4.5,4.6,5.2,15.8,71.5,13373
2821,230870.220,454517.491,0.848,27.2,0.592,8.0,7.8,8.2,50.3,390.0,13143
2822,230918.359,454571.814,0.905,20.5,0.566,8.5,8.5,9.0,57.2,412.6,13223
2823,230900.591,454485.569,0.877,11.0,0.240,3.1,3.5,3.3,7.3,38.8,13346
2824,230944.616,454533.227,0.862,20.4,0.493,8.2,7.7,8.7,52.5,422.5,13205
2825,230853.690,454560.558,0.853,25.7,0.543,8.2,8.0,9.3,52.3,528.7,13215
2826,230848.380,454490.460,0.849,19.1,0.428,5.1,4.6,5.5,20.1,146.9,13234
2827,230881.299,454503.480,0.853,23.6,0.493,7.2,6.6,8.3,40.4,312.1,13201
2828,230912.417,454562.715,1.012,4.5,0.283,1.3,1.5,1.5,1.4,1.7,13410
2829,230916.637,454553.241,0.829,19.4,0.403,7.4,7.7,8.0,43.0,276.4,13270
2830,230936.031,454528.269,0.867,23.8,0.813,10.9,11.4,10.7,92.6,1054.6,13536
2831,230945.647,454560.916,0.895,22.5,0.383,6.9,7.5,6.9,37.7,282.0,13166
2832,230943.317,454569.456,0.849,14.8,0.211,3.2,3.2,3.2,8.1,43.9,13334
2833,230935.603,454490.146,0.528,28.0,0.161,9.8,9.2,12.1,75.4,547.5,13530
2834,230881.925,454488.936,0.851,23.2,0.541,7.6,6.8,8.9,45.9,303.1,13238
2835,230920.890,454492.043,1.036,4.8,0.650,2.3,2.6,2.7,4.3,8.9,13433
2836,230869.231,454580.702,0.854,7.8,0.513,1.1,1.5,1.1,0.9,2.4,13274
2837,230911.564,454563.450,0.857,22.4,0.561,8.5,7.7,9.5,56.3,352.6,13212
2838,230905.921,454470.079,0.791,7.0,0.194,1.4,1.9,1.3,1.6,3.6,13465
2839,230904.959,454481.325,0.388,3.0,0.167,2.2,2.6,2.4,3.8,6.1,13350
2840,230875.019,454535.241,0.856,27.4,0.642,9.5,9.9,9.8,71.0,599.8,13540
2841,230931.568,454573.157,0.844,20.5,0.541,8.8,9.6,9.0,60.3,357.9,13221
2842,230846.126,454495.080,0.527,3.4,0.138,2.0,1.8,2.9,3.1,6.0,13537
2843,230923.059,454504.842,0.926,5.0,0.709,1.7,1.8,1.8,2.3,5.3,13578
2844,230854.537,454500.828,0.861,19.2,0.388,6.5,6.0,7.1,33.2,242.1,13244
2845,230894.258,454510.477,0.902,25.9,0.446,6.4,6.4,6.5,32.0,281.0,13548
2846,230905.991,454493.259,1.263,9.2,0.164,4.3,4.5,5.1,14.7,73.6,13297
2847,230877.214,454523.996,0.871,24.0,0.457,6.8,6.9,7.9,36.3,228.6,13262
2848,230931.043,454578.282,0.850,26.6,0.623,10.1,10.7,11.4,80.6,597.2,13547
2849,230908.465,454490.956,1.001,5.3,0.888,3.0,3.8,2.8,7.1,22.9,13357
2850,230895.539,454535.803,0.836,27.0,0.554,8.5,8.5,8.7,57.1,505.8,13542
2851,230884.993,454496.776,0.848,26.4,0.559,7.6,7.1,8.6,45.9,329.4,13224
2852,230876.366,454589.540,0.837,22.8,0.538,9.8,10.1,9.7,75.4,799.4,13704
2853,230886.963,454503.538,1.042,8.6,0.198,3.2,4.0,3.2,7.9,23.6,13640
2854,230905.726,454572.446,0.850,20.7,0.502,8.4,8.4,9.5,55.0,360.5,13255
2855,230939.419,454506.610,0.865,20.3,0.469,7.4,7.9,6.8,42.5,313.3,13549
2856,230891.987,454507.494,0.911,24.3,0.507,6.4,7.7,6.5,32.4,241.7,13556
2857,230857.212,454481.528,0.896,20.3,0.402,5.3,5.3,5.6,22.2,158.0,13268
2858,230885.033,454563.195,0.858,24.6,0.469,7.1,7.5,7.8,39.2,321.2,13554
2859,230874.386,454490.703,0.837,9.3,0.239,3.8,3.8,5.0,11.4,45.1,13362
2860,230888.358,454504.950,0.848,10.9,0.336,3.3,3.0,3.9,8.3,29.8,13590
2861,230869.591,454550.249,0.871,25.8,0.433,6.5,6.3,7.7,33.3,244.2,13249
2862,230924.925,454584.267,0.839,20.5,0.465,6.7,6.0,7.6,35.4,273.4,13708
2863,230875.699,454595.500,0.857,21.1,0.581,7.7,8.2,8.3,47.1,335.7,13674
2864,230921.885,454490.426,1.086,3.7,0.669,1.5,2.2,1.3,1.8,2.8,13332
2865,230905.560,454490.550,1.357,4.1,0.503,1.8,2.5,1.3,2.4,3.3,13623
2866,230923.455,454484.840,1.216,3.3,0.133,1.2,1.1,1.5,1.1,2.3,13572
2867,230919.655,454491.286,0.787,4.2,0.468,1.1,1.1,1.1,0.9,2.1,13457
2868,230907.516,454490.264,1.054,6.1,0.433,1.5,1.6,1.6,1.7,3.2,13603
2869,230900.552,454531.785,0.936,29.7,0.674,9.9,10.0,11.2,76.9,843.5,13538
2870,230917.840,454581.969,0.883,24.4,0.575,8.6,7.9,9.4,58.2,519.3,13683
2871,230877.492,454479.801,0.892,23.9,0.525,6.0,5.5,7.0,28.4,180.1,13281
2872,230940.790,454595.809,0.860,7.7,0.217,4.1,3.8,4.3,12.9,26.6,13732
2873,230850.899,454961.528,0.875,22.5,0.566,7.5,7.4,9.2,44.7,348.8,13815
2874,230907.783,454487.865,0.394,8.5,0.144,4.1,5.6,3.3,13.1,44.8,13599
2875,230850.460,454583.512,0.864,24.7,0.636,8.4,8.1,9.5,55.6,409.1,13688
2876,230915.157,454496.070,1.209,5.2,0.319,2.3,2.3,2.4,4.0,7.8,13645
2877,230908.999,454474.276,1.065,3.1,0.529,1.2,1.6,1.1,1.1,1.1,13519
2878,230920.998,454490.937,0.730,7.6,1.118,2.5,2.9,2.4,5.0,16.3,13608
2879,230921.122,454489.998,0.597,5.4,0.197,3.2,3.2,3.7,8.1,22.7,13576
2880,230876.978,454975.429,0.875,21.8,0.628,9.3,8.9,11.1,67.4,626.0,13788
2881,230943.514,454481.278,0.439,8.5,0.320,4.8,6.6,4.3,17.9,56.1,13389
2882,230888.239,454946.528,0.386,6.7,0.261,2.6,2.4,3.3,5.2,6.5,13953
2883,230880.070,454952.306,0.874,22.3,0.533,6.7,5.8,8.5,35.5,254.6,13817
2884,230924.299,454505.941,0.874,8.6,0.446,3.4,3.6,4.0,9.3,31.7,13631
2885,230881.978,454973.042,0.838,23.8,0.497,7.3,7.6,7.8,41.5,323.1,13803
2886,230883.828,454587.839,0.872,22.8,0.606,9.7,9.2,10.7,73.6,585.1,13678
2887,230936.149,454549.417,0.857,24.8,0.716,11.6,10.1,13.0,105.4,899.6,13541
2888,230887.672,454504.473,0.911,15.0,0.346,5.9,6.6,5.5,27.8,118.5,13611
2889,230877.181,454546.783,1.308,10.0,0.281,5.5,5.1,6.2,23.6,88.1,13651
2890,230888.756,454943.789,0.835,20.9,0.376,4.5,4.1,5.5,15.8,120.9,13808
2891,230846.414,454496.388,0.842,7.1,0.098,3.4,3.6,3.5,9.2,31.0,13560
2892,230859.820,454979.419,1.164,4.7,0.138,2.6,3.2,2.7,5.4,12.6,14009
2893,230859.120,454933.922,0.863,18.8,0.476,6.7,6.2,7.6,35.4,217.1,13854
2894,230886.172,454502.994,0.911,4.0,0.161,0.9,0.8,1.2,0.7,0.9,13643
2895,230885.844,454944.129,0.881,19.9,0.387,5.6,4.4,7.5,24.5,164.8,13840
2896,230936.703,454593.302,0.854,22.7,0.555,9.0,8.1,10.6,63.0,541.3,13693
2897,230923.463,454485.007,0.917,3.4,0.088,1.1,1.5,0.9,1.0,1.5,13622
2898,230845.414,454496.406,0.877,5.4,0.165,3.1,3.1,4.3,7.6,11.5,13616
2899,230900.011,454594.821,0.839,22.7,0.518,10.4,10.1,11.2,84.3,752.2,13698
2900,230866.031,454924.024,0.852,23.9,0.605,8.3,7.9,9.2,54.3,424.2,13813
2901,230907.693,454492.770,1.004,4.0,0.294,1.5,1.9,1.8,1.7,3.0,13606
2902,230868.008,454947.303,0.829,21.0,0.536,5.7,5.9,6.6,25.8,145.1,14138
2903,230857.441,454950.684,0.850,18.3,0.410,6.4,6.9,6.2,31.8,204.5,13882
2904,230904.484,454587.088,0.891,21.9,0.541,8.8,8.3,9.2,60.4,459.7,13711
2905,230881.462,454959.652,0.766,4.1,0.334,1.3,1.4,1.7,1.4,2.0,13934
2906,230856.717,454924.533,0.856,19.4,0.391,7.5,7.4,8.7,44.7,260.8,13823
2907,230930.670,454587.855,0.855,25.9,0.585,10.3,8.5,12.2,83.0,819.9,13684
2908,230925.927,454594.283,0.840,23.4,0.499,7.7,7.9,9.2,46.9,389.0,13778
2909,230910.778,454582.390,0.858,21.6,0.505,8.3,8.0,9.1,53.9,447.3,13712
2910,230868.433,454962.438,0.853,22.2,0.609,9.4,9.7,10.3,69.3,383.5,13825
2911,230888.557,454506.248,0.870,11.4,0.745,4.2,4.4,4.8,13.7,75.5,13613
2912,230854.084,454942.900,0.563,3.3,0.277,1.2,1.4,1.1,1.1,1.7,14155
2913,230860.389,454982.606,0.780,5.8,0.144,2.3,2.9,2.4,4.2,15.3,13927
2914,230941.784,454601.541,0.859,21.1,0.545,9.5,9.2,10.2,70.9,692.8,13776
2915,230866.388,454980.610,0.998,3.2,1.112,2.9,4.0,2.7,6.4,13.7,13998
2916,230848.367,454953.844,0.854,20.8,0.504,7.5,7.7,7.8,44.2,376.9,13834
2917,230869.201,454580.727,0.856,22.0,0.530,9.5,9.2,9.7,71.2,518.4,13692
2918,230856.774,454983.990,0.820,5.7,0.383,4.6,5.1,4.8,16.3,60.4,13805
2919,230847.889,454938.784,0.389,12.8,0.417,7.0,7.3,7.5,38.1,274.0,13797
2920,230853.042,454928.537,0.868,22.6,0.545,8.5,9.1,9.1,56.7,449.3,13826
2921,230846.821,454509.971,1.278,3.9,0.075,1.4,1.0,2.0,1.4,1.9,13665
2922,230900.144,454948.639,1.007,3.1,0.906,1.2,1.0,1.5,1.1,1.6,14241
2923,230853.210,454982.265,0.548,4.7,0.156,2.0,2.1,2.4,3.3,9.9,13938
2924,230846.004,454922.315,0.409,23.4,0.082,10.1,9.4,14.5,80.1,330.7,13792
2925,230901.943,454983.419,1.059,3.0,1.102,2.1,1.5,3.1,3.6,7.0,14012
2926,230861.803,454984.327,1.105,4.7,0.066,2.4,3.1,2.3,4.6,13.7,13925
2927,230864.836,454957.838,0.851,24.2,0.645,7.3,6.2,8.7,42.4,264.3,13807
2928,230860.308,454963.831,0.864,22.7,0.519,6.9,6.6,7.2,37.0,287.6,13845
2929,230881.231,454958.402,0.879,19.6,0.501,6.6,6.0,8.1,34.4,210.1,13824
2930,230853.014,454951.304,0.865,23.4,0.634,8.7,7.7,9.5,59.4,399.5,13861
2931,230881.493,454935.361,0.884,23.5,0.808,11.2,11.8,10.7,98.8,946.3,13787
2932,230866.875,454985.152,1.043,3.6,0.114,2.4,1.9,3.7,4.7,9.7,14365
2933,230862.811,454980.376,0.815,4.5,0.153,1.7,1.5,2.3,2.3,6.0,13941
2934,230889.072,454968.366,0.854,23.9,0.781,11.0,10.4,11.6,95.6,945.9,13793
2935,230854.049,454982.173,1.214,4.0,0.167,2.4,2.6,3.0,4.4,10.8,14229
2936,230863.485,454979.810,0.723,4.1,0.625,2.1,2.2,2.1,3.5,9.5,13944
2937,230861.639,454979.196,0.627,4.7,0.175,2.1,2.1,2.4,3.3,8.1,13835
2938,230879.766,454967.547,0.864,17.9,0.381,5.0,4.3,6.0,19.3,105.5,13872
2939,230873.919,454939.086,0.858,22.2,0.457,6.3,6.3,6.5,31.6,222.5,13852
2940,230858.353,454980.783,0.407,5.2,0.395,2.9,2.9,3.2,6.6,16.8,13910
2941,230868.869,454919.347,0.868,19.0,0.414,7.6,7.5,8.4,45.6,327.5,13831
2942,230883.848,455066.942,0.877,25.1,0.576,7.7,7.0,9.4,47.0,324.8,14384
2943,230863.447,454977.669,0.957,3.1,0.599,1.6,1.5,1.9,2.0,3.9,14097
2944,230862.395,454937.204,0.866,22.1,0.497,5.3,6.0,6.0,22.3,133.1,13832
2945,230848.972,454967.326,0.354,10.4,0.342,3.5,4.1,3.4,9.7,39.7,14245
2946,230860.167,454977.655,1.050,3.1,0.280,0.8,1.1,0.9,0.6,0.9,14053
2947,230872.389,454965.213,0.885,21.7,0.497,6.5,5.6,7.6,33.5,296.1,13846
2948,230890.625,454960.682,0.857,18.4,0.455,7.7,7.6,8.0,46.4,315.2,13897
2949,230857.063,454944.027,0.892,20.0,0.447,6.3,5.6,7.5,31.6,201.3,13868
2950,230847.388,454961.019,0.876,13.4,0.227,4.6,4.9,5.5,16.6,71.2,13949
2951,230858.480,454957.220,0.834,24.5,0.472,6.5,6.3,6.9,33.1,236.9,13841
2952,230870.486,455085.670,0.851,24.7,0.704,10.7,10.5,11.2,90.2,902.6,14385
2953,230899.095,454950.250,0.969,6.5,0.263,2.9,3.1,3.6,6.4,17.0,14266
2954,230867.018,454971.488,0.880,22.0,0.551,9.4,9.0,9.9,69.8,571.8,13867
2955,230854.408,454972.830,1.105,3.2,0.343,2.6,2.6,3.4,5.4,11.2,14250
2956,230881.525,454942.891,0.705,7.7,1.332,3.7,3.8,4.3,10.5,11.1,14110
2957,230864.435,454943.211,0.872,21.4,0.475,7.4,7.2,8.0,43.6,303.6,13850
2958,230872.334,454934.869,0.873,18.0,0.448,6.9,6.5,7.8,37.7,269.3,14141
2959,230888.500,454952.478,0.857,17.3,0.342,5.2,5.2,5.1,21.4,114.9,13906
2960,230863.260,454981.145,0.360,3.1,0.142,1.8,1.8,2.4,2.5,4.5,14000
2961,230877.564,454946.751,0.837,19.2,0.406,5.5,5.2,6.3,23.5,160.1,13848
2962,230851.178,455031.753,0.846,14.8,0.340,5.8,5.2,6.3,26.6,139.6,14449
2963,230859.614,455081.366,0.962,4.3,0.255,3.5,4.3,3.3,9.8,35.0,14289
2964,230880.333,454953.935,0.633,4.7,1.232,1.9,1.9,2.3,2.9,3.7,14030
2965,230857.145,454999.679,0.443,21.1,0.112,7.7,7.7,8.4,46.9,442.7,14294
2966,230897.671,454949.216,0.747,6.1,0.689,3.0,3.6,3.1,7.0,15.5,14143
2967,230874.798,454945.000,0.861,19.0,0.393,4.9,5.2,5.1,18.8,114.5,13875
2968,230881.811,454941.451,0.845,22.2,0.579,6.9,5.9,8.4,36.9,238.5,14181
2969,230848.319,454912.795,1.280,8.7,0.377,2.2,3.9,1.7,3.9,2.8,14124
2970,230888.699,454953.559,0.893,6.3,0.543,2.2,2.5,2.2,3.9,6.4,14007
2971,230864.507,454981.386,0.916,3.5,0.321,1.9,2.1,2.3,2.8,7.6,14172
2972,230854.069,455006.753,0.873,13.4,0.267,4.1,4.4,4.8,13.4,72.0,14523
2973,230870.967,455080.323,0.863,5.6,0.474,3.9,4.2,4.1,11.7,31.5,14301
2974,230895.454,454945.676,0.361,13.9,0.167,7.8,7.5,9.1,47.2,264.8,14130
2975,230892.396,455014.771,0.870,25.5,0.776,10.9,9.9,12.7,94.0,822.9,14295
2976,230893.688,454941.022,0.788,9.1,0.618,2.3,2.4,2.5,4.2,9.9,14164
2977,230854.231,454942.564,0.713,4.4,0.476,2.7,2.4,3.6,5.9,11.3,14148
2978,230866.095,454984.972,1.309,3.3,0.061,1.2,1.6,1.0,1.1,2.1,14237
2979,230866.252,454933.218,0.875,23.1,0.577,7.0,6.4,8.2,38.9,299.6,14137
2980,230898.113,454948.628,0.947,5.2,0.524,7.7,7.7,8.5,46.9,58.2,14116
2981,230849.043,454926.601,0.846,23.8,0.487,6.1,5.8,7.0,29.4,266.4,14180
2982,230884.571,455044.279,0.631,7.9,0.142,2.5,2.4,3.0,4.9,20.9,14599
2983,230860.601,455039.401,0.842,25.4,0.550,9.6,8.8,10.9,72.6,617.4,14360
2984,230854.680,454944.502,0.365,4.6,0.164,3.1,4.1,3.5,7.6,10.3,14152
2985,230889.945,455076.395,0.838,18.9,0.576,11.8,12.5,11.4,108.5,767.1,14342
2986,230851.543,454981.472,1.320,4.6,0.511,3.2,3.9,3.7,8.0,22.6,14230
2987,230866.566,454982.231,0.929,3.5,0.432,2.3,3.2,2.4,4.0,7.5,14234
2988,230895.943,455012.078,0.382,21.3,0.113,10.0,10.1,10.5,77.9,623.1,14286
2989,230846.146,454977.987,0.890,21.5,0.386,5.1,4.9,6.3,20.1,138.6,14139
2990,230878.525,454916.158,0.328,3.9,0.070,2.8,2.6,3.6,6.3,15.6,14132
2991,230868.018,454982.977,0.685,3.5,0.252,3.4,4.2,3.8,9.0,15.8,14269
2992,230897.003,454999.213,1.061,3.6,0.635,2.0,2.7,1.6,3.1,6.3,14727
2993,230888.397,455027.140,0.843,19.9,0.498,6.9,6.3,7.4,37.3,275.1,14380
2994,230892.069,454937.504,0.462,27.0,0.796,7.5,7.3,7.8,44.3,371.7,14178
2995,230902.965,455072.201,0.844,25.3,0.553,8.9,8.5,9.5,62.3,401.9,14427
2996,230865.655,454981.910,0.415,4.1,0.284,2.3,3.0,2.1,4.0,12.2,14231
2997,230897.747,454949.921,1.350,4.0,0.222,1.9,2.0,2.2,2.8,4.1,14252
2998,230860.761,455035.176,0.843,27.1,0.627,12.8,11.9,15.0,129.2,1519.8,14325
2999,230898.843,454949.024,1.078,13.1,1.747,8.1,7.8,9.8,51.8,321.5,14243
3000,230861.780,454979.157,0.987,4.7,0.142,1.7,1.6,2.0,2.2,6.3,14157
3001,230866.173,455056.275,0.483,3.1,0.288,5.3,4.8,7.4,22.1,22.7,14311
3002,230896.815,454992.812,0.970,4.0,1.440,2.2,2.2,2.7,3.6,8.1,14741
3003,230892.103,455048.905,0.856,24.9,0.693,8.7,7.8,9.4,59.9,414.1,14404
3004,230861.763,454980.998,0.955,4.7,0.117,2.4,2.6,2.7,4.7,10.8,14235
3005,230850.040,455080.995,0.851,17.6,0.382,5.5,5.6,5.5,23.5,160.1,14517
3006,230899.752,454949.899,1.257,4.2,0.474,1.3,1.3,1.6,1.3,1.7,14276
3007,230858.267,454982.263,1.326,3.7,0.168,1.7,1.8,1.9,2.2,3.7,14272
3008,230850.448,455001.307,0.852,24.2,0.621,9.2,7.6,10.8,65.9,503.2,14381
3009,230860.553,454993.139,0.844,16.9,0.491,7.7,7.0,9.0,46.7,382.4,14345
3010,230889.357,454969.365,1.186,5.1,0.503,2.0,1.6,3.0,3.1,3.8,14238
3011,230877.614,455014.334,0.864,19.2,0.591,7.2,7.1,7.7,41.1,334.3,14330
3012,230857.124,455079.516,0.952,3.6,0.419,2.2,2.3,2.8,3.9,8.2,14926
3013,230872.181,455001.366,0.862,20.1,0.517,6.5,6.0,7.0,32.7,236.5,14417
3014,230849.742,454969.406,0.801,3.3,0.168,1.0,1.1,1.0,0.8,1.6,14268
3015,230865.336,455016.094,0.871,11.6,0.229,5.2,5.4,5.5,21.4,91.1,14569
3016,230877.952,455064.516,0.839,23.9,0.572,7.8,7.6,8.4,48.3,356.5,14359
3017,230851.125,455040.370,0.872,15.3,1.076,6.4,6.5,7.0,32.4,247.8,14304
3018,230898.438,455078.450,0.845,25.6,0.502,7.1,6.9,7.5,39.3,258.0,14415
3019,230887.402,455057.641,0.897,24.6,0.632,9.6,10.0,9.9,71.7,574.1,14358
3020,230844.781,455049.276,0.355,11.6,0.150,6.7,8.6,6.3,35.2,83.5,14287
3021,230879.489,455053.694,0.861,26.5,0.689,9.2,9.2,10.1,66.7,510.5,14351
3022,230864.952,455065.561,0.923,8.4,0.639,6.2,6.4,7.7,30.5,122.8,14937
3023,230892.891,455083.167,0.867,24.5,0.509,7.7,7.1,9.3,46.3,346.1,14441
3024,230852.352,454988.994,1.167,5.8,0.280,4.5,5.2,4.5,16.0,28.3,14292
3025,230895.628,454994.267,1.038,3.9,0.523,1.5,1.7,1.8,1.7,3.7,14681
3026,230866.028,455013.252,0.847,21.4,0.473,7.8,7.2,8.3,47.5,321.8,14393
3027,230873.989,455057.663,0.839,23.2,0.667,8.3,6.9,9.9,53.9,466.3,14322
3028,230902.008,455030.430,0.860,18.4,0.375,6.1,5.4,7.1,28.8,183.6,14420
3029,230894.584,455028.483,0.919,19.2,0.464,7.1,7.1,7.6,39.7,336.1,14368
3030,230880.077,455000.574,0.834,23.3,0.543,8.3,8.4,9.4,53.5,461.1,14312
3031,230898.201,455033.580,0.892,22.1,0.470,7.8,7.2,11.0,47.5,332.8,14353
3032,230886.813,455042.689,0.852,4.0,0.963,2.7,3.8,2.1,5.7,12.3,15001
3033,230874.200,455018.415,0.880,11.6,0.301,5.4,5.1,7.8,23.0,88.8,14478
3034,230879.190,455026.345,0.876,18.3,0.410,7.2,6.6,8.0,40.2,281.3,14399
3035,230884.341,455041.075,1.087,4.7,0.473,2.3,2.7,2.4,4.0,10.5,14697
3036,230850.926,455058.836,0.880,21.1,0.488,7.0,7.3,7.4,38.3,326.0,14396
3037,230886.955,455080.720,0.887,26.9,0.770,11.1,10.5,13.3,97.2,769.1,14355
3038,230894.299,455066.715,0.891,19.8,0.504,6.4,6.2,6.5,32.5,176.5,14482
3039,230853.344,455061.570,0.854,20.5,0.489,7.0,6.8,7.6,38.8,265.9,14425
3040,230876.420,455045.402,0.851,22.8,0.619,8.6,7.8,9.4,58.6,545.3,14346
3041,230866.251,455022.720,0.872,21.7,0.618,9.9,9.7,10.9,77.3,761.2,14356
3042,230852.064,454979.546,0.831,4.4,0.362,2.7,2.6,3.0,5.5,16.5,15028
3043,230857.588,455023.219,0.873,11.7,0.239,4.4,4.3,5.4,15.5,87.5,14503
3044,230886.610,455063.651,0.862,23.5,0.434,4.7,5.4,4.6,17.4,83.5,14424
3045,230865.742,455079.791,0.899,25.4,0.585,7.8,7.5,9.0,47.3,415.0,14851
3046,230873.539,455028.369,0.914,10.3,0.232,5.5,4.9,7.1,23.5,103.0,14519
3047,230851.828,455072.478,0.866,22.7,0.622,7.9,7.2,8.1,48.9,392.2,14400
3048,230889.854,454994.738,0.444,3.1,0.192,2.4,2.8,2.4,4.4,8.9,14841
3049,230876.341,455000.530,0.865,14.5,0.440,7.2,6.7,8.6,40.4,243.0,14466
3050,230890.431,455034.984,0.878,21.3,0.448,6.6,6.0,7.4,34.4,287.0,14357
3051,230845.885,455028.624,0.883,23.6,0.512,8.0,7.3,8.9,50.1,411.1,14375
3052,230895.622,454998.184,0.781,3.9,0.287,0.9,0.9,1.2,0.7,1.7,15062
3053,230870.044,454985.427,1.284,3.5,0.321,7.3,7.7,6.9,42.4,92.4,14845
3054,230882.976,455044.555,0.816,4.0,1.154,2.9,2.5,3.9,6.4,9.5,14428
3055,230915.811,455115.578,0.883,26.0,0.619,9.0,8.5,11.2,64.2,577.3,15083
3056,230885.857,455043.331,0.855,3.3,0.550,1.3,1.4,1.4,1.4,1.8,14688
3057,230860.479,455077.707,1.190,3.1,0.117,1.8,2.2,2.0,2.7,5.5,14580
3058,230857.648,455061.696,0.851,21.3,0.459,6.6,6.2,8.1,34.7,220.2,14849
3059,230852.367,455010.353,0.863,18.8,0.393,6.2,5.4,7.4,30.3,185.8,14473
3060,230873.065,455073.083,0.849,23.2,0.526,8.3,8.8,7.9,54.1,361.1,14405
3061,230864.389,455011.384,0.850,22.7,0.547,9.3,9.0,9.8,67.6,500.6,14397
3062,230911.014,455100.560,0.818,8.9,0.725,4.7,6.6,4.1,17.3,43.1,15074
3063,230852.278,454990.360,0.364,3.8,0.129,3.7,3.2,5.3,10.8,20.2,14917
3064,230856.152,455012.205,0.872,20.6,0.438,6.9,6.9,7.8,37.4,282.8,14434
3065,230904.790,455144.691,0.852,24.7,0.727,11.2,10.7,12.9,99.0,842.2,15144
3066,230891.945,454996.682,1.240,3.7,0.500,4.2,4.3,4.7,13.8,35.1,14860
3067,230851.163,454979.488,0.830,3.7,0.476,1.9,1.8,2.2,2.7,4.5,14654
3068,230882.596,454989.130,0.792,3.3,0.067,4.0,4.8,4.1,12.4,16.4,14952
3069,230897.869,455070.059,0.866,22.5,0.374,5.0,5.0,5.5,19.8,129.3,14532
